p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,2.0779724344443076,0.703,0.104,0,0,CHPF
0,0.7268408771115542,0.946,0.348,0,0,C1S
0,0.954046904802426,0.942,0.346,0,0,FSTL1
0,1.71985845078428,0.753,0.157,0,0,TENT5A
0,1.5552043404052815,0.955,0.36,0,0,CTSK
0,1.7855508050266844,0.796,0.202,0,0,RARRES2
0,1.3173252792733692,0.842,0.248,0,0,PDLIM2
0,1.3196646589807983,0.816,0.223,0,0,HCFC1R1
0,0.9063003183526595,0.829,0.237,0,0,TCEAL9
0,1.634527188703562,0.716,0.125,0,0,ITGBL1
0,1.4459018844162141,0.788,0.198,0,0,MTRNR2L12
0,1.8991769377544236,0.702,0.113,0,0,CDKN1C
0,0.9614430432481921,0.849,0.26,0,0,NUCB2
0,1.6399519258772308,0.734,0.145,0,0,NORAD
0,1.4259986727683174,0.778,0.191,0,0,TMED3
0,3.2942499806719323,0.624,0.039,0,0,FNDC1
0,1.9073536461011815,0.693,0.108,0,0,GLT8D2
0,1.0364670398702724,0.784,0.2,0,0,DAB2
0,1.8353493615306284,0.688,0.104,0,0,SH3PXD2A
0,0.9368628230214022,0.977,0.393,0,0,MMP2
0,2.4718592101087697,0.652,0.071,0,0,FKBP14
0,2.175330363809697,0.989,0.41,0,0,COL6A1
0,1.6305609337337286,0.714,0.137,0,0,PLAGL1
0,2.367077012058376,0.644,0.068,0,0,GPX7
0,1.5282302662948763,0.877,0.301,0,0,OSTC
0,1.597522407627411,0.928,0.352,0,0,KDELR2
0,1.233589546555049,0.688,0.112,0,0,METRNL
0,1.6864704653589517,0.684,0.109,0,0,PRRX2
0,0.7592244206902428,0.935,0.361,0,0,C1R
0,1.7670922616473042,0.684,0.112,0,0,GLT8D1
0,2.044013410492927,0.785,0.214,0,0,ELN
0,1.1365849267602997,0.888,0.317,0,0,VKORC1
0,2.927052685522649,0.633,0.065,0,0,IGF1
0,1.9199905787244842,0.694,0.126,0,0,SRM
0,2.168828444224973,0.652,0.085,0,0,EMILIN1
0,1.1265714724985239,0.78,0.214,0,0,PLPP1
0,0.9804405440360264,0.859,0.293,0,0,LIMA1
0,1.1765972394977227,0.792,0.228,0,0,FAM3C
0,1.2211098191095524,0.872,0.308,0,0,PHPT1
0,1.5222867306995331,0.906,0.342,0,0,P4HB
0,1.5215283760423612,0.678,0.116,0,0,CASC4
0,1.9111868579570175,0.663,0.102,0,0,FRMD6
0,1.4387732609904411,0.724,0.164,0,0,KCNQ1OT1
0,1.2229753337728795,0.787,0.228,0,0,SSR3
0,1.7842483420548836,0.675,0.116,0,0,MAGED1
0,1.077496230536973,0.783,0.229,0,0,GJA1
