module,gene_symbol
neutrophil_degranulation,TMT1A
neutrophil_degranulation,TNFAIP6
neutrophil_degranulation,TNFRSF1B
neutrophil_degranulation,TOLLIP
neutrophil_degranulation,TOM1
neutrophil_degranulation,TRAPPC1
neutrophil_degranulation,TRPM2
neutrophil_degranulation,TSPAN14
neutrophil_degranulation,TTR
neutrophil_degranulation,TUBB
neutrophil_degranulation,TUBB4B
neutrophil_degranulation,TXNDC5
neutrophil_degranulation,TYROBP
neutrophil_degranulation,UBR4
neutrophil_degranulation,UNC13D
neutrophil_degranulation,VAMP8
neutrophil_degranulation,VAPA
neutrophil_degranulation,VAT1
neutrophil_degranulation,VCL
neutrophil_degranulation,VCP
neutrophil_degranulation,VNN1
neutrophil_degranulation,VPS35L
neutrophil_degranulation,XRCC5
neutrophil_degranulation,XRCC6
neutrophil_degranulation,YPEL5
innate_immune_system,A1BG
innate_immune_system,AAMP
innate_immune_system,ABCA13
innate_immune_system,ABI1
innate_immune_system,ABI2
innate_immune_system,ABL1
innate_immune_system,ACAA1
innate_immune_system,ACLY
innate_immune_system,ACP3
innate_immune_system,ACTB
innate_immune_system,ACTG1
innate_immune_system,ACTR10
innate_immune_system,ACTR1B
innate_immune_system,ACTR2
innate_immune_system,ACTR3
innate_immune_system,ADA2
innate_immune_system,ADAM10
innate_immune_system,ADAM8
innate_immune_system,ADGRE3
innate_immune_system,ADGRE5
innate_immune_system,ADGRG3
innate_immune_system,ADRM1
innate_immune_system,AGA
innate_immune_system,AGER
innate_immune_system,AGL
innate_immune_system,AGPAT2
innate_immune_system,AHCYL1
innate_immune_system,AHSG
innate_immune_system,AIM2
innate_immune_system,ALAD
innate_immune_system,ALDH3B1
innate_immune_system,ALDOA
innate_immune_system,ALDOC
innate_immune_system,ALOX5
innate_immune_system,ALPK1
innate_immune_system,AMPD3
innate_immune_system,ANO6
innate_immune_system,ANPEP
innate_immune_system,ANXA2
innate_immune_system,AOC1
innate_immune_system,AP1M1
innate_immune_system,AP2A2
innate_immune_system,APAF1
innate_immune_system,APEH
innate_immune_system,APOB
innate_immune_system,APP
innate_immune_system,APRT
innate_immune_system,ARG1
innate_immune_system,ARHGAP45
innate_immune_system,ARHGAP9
innate_immune_system,ARL8A
innate_immune_system,ARMC8
innate_immune_system,ARPC1A
innate_immune_system,ARPC1B
innate_immune_system,ARPC2
innate_immune_system,ARPC3
innate_immune_system,ARPC4
innate_immune_system,ARPC5
innate_immune_system,ARSA
innate_immune_system,ARSB
innate_immune_system,ART1
innate_immune_system,ASAH1
innate_immune_system,ATAD3B
innate_immune_system,ATF1
innate_immune_system,ATF2
innate_immune_system,ATG12
innate_immune_system,ATG5
innate_immune_system,ATG7
innate_immune_system,ATOX1
innate_immune_system,ATP11A
innate_immune_system,ATP11B
innate_immune_system,ATP6AP2
innate_immune_system,ATP6V0A1
innate_immune_system,ATP6V0A2
innate_immune_system,ATP6V0A4
innate_immune_system,ATP6V0B
innate_immune_system,ATP6V0C
innate_immune_system,ATP6V0D1
innate_immune_system,ATP6V0D2
innate_immune_system,ATP6V0E1
innate_immune_system,ATP6V0E2
innate_immune_system,ATP6V1A
innate_immune_system,ATP6V1B1
innate_immune_system,ATP6V1B2
innate_immune_system,ATP6V1C1
innate_immune_system,ATP6V1C2
innate_immune_system,ATP6V1D
innate_immune_system,ATP6V1E1
innate_immune_system,ATP6V1E2
innate_immune_system,ATP6V1F
innate_immune_system,ATP6V1G1
innate_immune_system,ATP6V1G2
innate_immune_system,ATP6V1G3
innate_immune_system,ATP6V1H
innate_immune_system,ATP7A
innate_immune_system,ATP8A1
innate_immune_system,ATP8B4
innate_immune_system,AZU1
innate_immune_system,B2M
innate_immune_system,B4GALT1
innate_immune_system,BAIAP2
innate_immune_system,BCL10
innate_immune_system,BCL2
innate_immune_system,BCL2L1
innate_immune_system,BIN2
innate_immune_system,BIRC2
innate_immune_system,BIRC3
innate_immune_system,BPI
innate_immune_system,BPIFA1
innate_immune_system,BPIFA2
innate_immune_system,BPIFB1
innate_immune_system,BPIFB2
innate_immune_system,BPIFB4
innate_immune_system,BPIFB6
innate_immune_system,BRI3
innate_immune_system,BRK1
innate_immune_system,BST1
innate_immune_system,BST2
innate_immune_system,BTK
innate_immune_system,BTRC
innate_immune_system,C1QA
innate_immune_system,C1QB
innate_immune_system,C1QC
innate_immune_system,C1R
innate_immune_system,C1S
innate_immune_system,C1orf35
innate_immune_system,C2
innate_immune_system,C3
innate_immune_system,C3AR1
innate_immune_system,C4A
innate_immune_system,C4B
innate_immune_system,C4BPA
innate_immune_system,C4BPB
innate_immune_system,C4B_2
innate_immune_system,C5
innate_immune_system,C5AR1
innate_immune_system,C5AR2
innate_immune_system,C6
innate_immune_system,C6orf120
innate_immune_system,C7
innate_immune_system,C8A
innate_immune_system,C8B
innate_immune_system,C8G
innate_immune_system,C9
innate_immune_system,CAB39
innate_immune_system,CALM1
innate_immune_system,CALM2
innate_immune_system,CALM3
innate_immune_system,CALML5
innate_immune_system,CAMP
innate_immune_system,CAND1
innate_immune_system,CANT1
innate_immune_system,CAP1
innate_immune_system,CAPN1
innate_immune_system,CAPZA1
innate_immune_system,CAPZA2
innate_immune_system,CARD11
innate_immune_system,CARD9
innate_immune_system,CASP1
innate_immune_system,CASP10
innate_immune_system,CASP2
innate_immune_system,CASP3
innate_immune_system,CASP4
innate_immune_system,CASP5
innate_immune_system,CASP8
innate_immune_system,CASP9
innate_immune_system,CAT
innate_immune_system,CCL17
innate_immune_system,CCL22
innate_immune_system,CCR2
innate_immune_system,CCR6
innate_immune_system,CCT2
innate_immune_system,CCT8
innate_immune_system,CD14
innate_immune_system,CD177
innate_immune_system,CD180
innate_immune_system,CD19
innate_immune_system,CD209
innate_immune_system,CD247
innate_immune_system,CD300A
innate_immune_system,CD300E
innate_immune_system,CD300LB
innate_immune_system,CD33
innate_immune_system,CD36
innate_immune_system,CD3G
innate_immune_system,CD4
innate_immune_system,CD44
innate_immune_system,CD46
innate_immune_system,CD47
innate_immune_system,CD53
innate_immune_system,CD55
innate_immune_system,CD58
innate_immune_system,CD59
innate_immune_system,CD63
innate_immune_system,CD68
innate_immune_system,CD81
innate_immune_system,CD93
innate_immune_system,CDA
innate_immune_system,CDC34
innate_immune_system,CDC42
innate_immune_system,CDK13
innate_immune_system,CEACAM1
innate_immune_system,CEACAM3
innate_immune_system,CEACAM6
innate_immune_system,CEACAM8
innate_immune_system,CEP290
innate_immune_system,CFB
innate_immune_system,CFD
innate_immune_system,CFH
innate_immune_system,CFHR1
innate_immune_system,CFHR2
innate_immune_system,CFHR3
innate_immune_system,CFHR4
innate_immune_system,CFHR5
innate_immune_system,CFI
innate_immune_system,CFL1
innate_immune_system,CFP
innate_immune_system,CGAS
innate_immune_system,CHGA
innate_immune_system,CHI3L1
innate_immune_system,CHIT1
innate_immune_system,CHRNB4
innate_immune_system,CHUK
innate_immune_system,CKAP4
innate_immune_system,CLEC10A
innate_immune_system,CLEC12A
innate_immune_system,CLEC4A
innate_immune_system,CLEC4C
innate_immune_system,CLEC4D
innate_immune_system,CLEC4E
innate_immune_system,CLEC5A
innate_immune_system,CLEC6A
innate_immune_system,CLEC7A
innate_immune_system,CLU
innate_immune_system,CMTM6
innate_immune_system,CNN2
innate_immune_system,CNPY3
innate_immune_system,COLEC10
innate_immune_system,COLEC11
innate_immune_system,COMMD3
innate_immune_system,COMMD9
innate_immune_system,COPB1
innate_immune_system,COTL1
innate_immune_system,CPB2
innate_immune_system,CPN1
innate_immune_system,CPN2
innate_immune_system,CPNE1
innate_immune_system,CPNE3
innate_immune_system,CPPED1
innate_immune_system,CR1
innate_immune_system,CR2
innate_immune_system,CRACR2A
innate_immune_system,CRCP
innate_immune_system,CREB1
innate_immune_system,CREBBP
innate_immune_system,CREG1
innate_immune_system,CRISP3
innate_immune_system,CRISPLD2
innate_immune_system,CRK
innate_immune_system,CRP
innate_immune_system,CSNK2B
innate_immune_system,CST3
innate_immune_system,CSTB
innate_immune_system,CTNNB1
innate_immune_system,CTSA
innate_immune_system,CTSB
innate_immune_system,CTSC
innate_immune_system,CTSD
innate_immune_system,CTSG
innate_immune_system,CTSH
innate_immune_system,CTSK
innate_immune_system,CTSL
innate_immune_system,CTSS
innate_immune_system,CTSV
innate_immune_system,CTSZ
innate_immune_system,CUL1
innate_immune_system,CXCL1
innate_immune_system,CXCR1
innate_immune_system,CXCR2
innate_immune_system,CYB5R3
innate_immune_system,CYBA
innate_immune_system,CYBB
innate_immune_system,CYFIP1
innate_immune_system,CYFIP2
innate_immune_system,CYLD
innate_immune_system,CYSTM1
innate_immune_system,DBNL
innate_immune_system,DCD
innate_immune_system,DDOST
innate_immune_system,DDX3X
innate_immune_system,DDX41
innate_immune_system,DEFA1
innate_immune_system,DEFA1B
innate_immune_system,DEFA3
innate_immune_system,DEFA4
innate_immune_system,DEFA5
innate_immune_system,DEFA6
innate_immune_system,DEFB1
innate_immune_system,DEFB103A
innate_immune_system,DEFB103B
innate_immune_system,DEFB104A
innate_immune_system,DEFB104B
innate_immune_system,DEFB105A
innate_immune_system,DEFB105B
innate_immune_system,DEFB106A
innate_immune_system,DEFB106B
innate_immune_system,DEFB107A
innate_immune_system,DEFB107B
innate_immune_system,DEFB108B
innate_immune_system,DEFB109B
innate_immune_system,DEFB110
innate_immune_system,DEFB112
innate_immune_system,DEFB113
innate_immune_system,DEFB114
innate_immune_system,DEFB115
innate_immune_system,DEFB116
innate_immune_system,DEFB118
innate_immune_system,DEFB119
innate_immune_system,DEFB121
innate_immune_system,DEFB123
innate_immune_system,DEFB124
innate_immune_system,DEFB125
innate_immune_system,DEFB126
innate_immune_system,DEFB127
innate_immune_system,DEFB128
innate_immune_system,DEFB129
innate_immune_system,DEFB130A
innate_immune_system,DEFB130B
innate_immune_system,DEFB131A
innate_immune_system,DEFB132
innate_immune_system,DEFB133
innate_immune_system,DEFB134
innate_immune_system,DEFB135
innate_immune_system,DEFB136
innate_immune_system,DEFB4A
innate_immune_system,DEFB4B
innate_immune_system,DEGS1
innate_immune_system,DERA
innate_immune_system,DGAT1
innate_immune_system,DHX36
innate_immune_system,DHX58
innate_immune_system,DHX9
innate_immune_system,DIAPH1
innate_immune_system,DNAJC13
innate_immune_system,DNAJC3
innate_immune_system,DNAJC5
innate_immune_system,DNASE1L1
innate_immune_system,DNM1
innate_immune_system,DNM2
innate_immune_system,DNM3
innate_immune_system,DOCK1
innate_immune_system,DOCK2
innate_immune_system,DOK3
innate_immune_system,DPP7
innate_immune_system,DSC1
innate_immune_system,DSG1
innate_immune_system,DSN1
innate_immune_system,DSP
innate_immune_system,DTX4
innate_immune_system,DUSP3
innate_immune_system,DUSP4
innate_immune_system,DUSP6
innate_immune_system,DUSP7
innate_immune_system,DYNC1H1
innate_immune_system,DYNC1LI1
innate_immune_system,DYNLL1
innate_immune_system,DYNLT1
innate_immune_system,ECSIT
innate_immune_system,EEA1
innate_immune_system,EEF1A1
innate_immune_system,EEF2
innate_immune_system,ELANE
innate_immune_system,ELK1
innate_immune_system,ELMO1
innate_immune_system,ELMO2
innate_immune_system,ENPP4
innate_immune_system,EP300
innate_immune_system,EPPIN
innate_immune_system,EPPIN-WFDC6
innate_immune_system,EPX
innate_immune_system,ERP44
innate_immune_system,F2
innate_immune_system,FABP5
innate_immune_system,FADD
innate_immune_system,FAF2
innate_immune_system,FBXW11
innate_immune_system,FCAR
innate_immune_system,FCER1A
innate_immune_system,FCER1G
innate_immune_system,FCGR1A
innate_immune_system,FCGR2A
innate_immune_system,FCGR3A
innate_immune_system,FCGR3B
innate_immune_system,FCN1
innate_immune_system,FCN2
innate_immune_system,FCN3
innate_immune_system,FGA
innate_immune_system,FGB
innate_immune_system,FGG
innate_immune_system,FGL2
innate_immune_system,FGR
innate_immune_system,FLG2
innate_immune_system,FOLR3
innate_immune_system,FOS
innate_immune_system,FPR1
innate_immune_system,FPR2
innate_immune_system,FRK
innate_immune_system,FRMPD3
innate_immune_system,FTH1
innate_immune_system,FTL
innate_immune_system,FUCA1
innate_immune_system,FUCA2
innate_immune_system,FYN
innate_immune_system,GAA
innate_immune_system,GAB2
innate_immune_system,GALNS
innate_immune_system,GBP1
innate_immune_system,GBP2
innate_immune_system,GBP3
innate_immune_system,GBP4
innate_immune_system,GCA
innate_immune_system,GDI2
innate_immune_system,GGH
innate_immune_system,GHDC
innate_immune_system,GLA
innate_immune_system,GLB1
innate_immune_system,GLIPR1
innate_immune_system,GM2A
innate_immune_system,GMFG
innate_immune_system,GNLY
innate_immune_system,GNS
innate_immune_system,GOLGA7
innate_immune_system,GPI
innate_immune_system,GPR84
innate_immune_system,GRAP2
innate_immune_system,GRB2
innate_immune_system,GRN
innate_immune_system,GSDMD
innate_immune_system,GSDME
innate_immune_system,GSN
innate_immune_system,GSTP1
innate_immune_system,GUSB
innate_immune_system,GYG1
innate_immune_system,GZMM
innate_immune_system,HBB
innate_immune_system,HCK
innate_immune_system,HEBP2
innate_immune_system,HERC5
innate_immune_system,HEXB
innate_immune_system,HGSNAT
innate_immune_system,HK3
innate_immune_system,HLA-B
innate_immune_system,HLA-C
innate_immune_system,HLA-E
innate_immune_system,HMGB1
innate_immune_system,HMOX1
innate_immune_system,HMOX2
innate_immune_system,HP
innate_immune_system,HPSE
innate_immune_system,HRAS
innate_immune_system,HRNR
innate_immune_system,HSP90AA1
innate_immune_system,HSP90AB1
innate_immune_system,HSP90B1
innate_immune_system,HSPA1A
innate_immune_system,HSPA1B
innate_immune_system,HSPA6
innate_immune_system,HSPA8
innate_immune_system,HTN1
innate_immune_system,HTN3
innate_immune_system,HUWE1
innate_immune_system,HVCN1
innate_immune_system,ICAM2
innate_immune_system,ICAM3
innate_immune_system,IDH1
innate_immune_system,IFI16
innate_immune_system,IFIH1
innate_immune_system,IFNA1
innate_immune_system,IFNA10
innate_immune_system,IFNA13
innate_immune_system,IFNA14
innate_immune_system,IFNA16
innate_immune_system,IFNA17
innate_immune_system,IFNA2
innate_immune_system,IFNA21
innate_immune_system,IFNA4
innate_immune_system,IFNA5
innate_immune_system,IFNA6
innate_immune_system,IFNA7
innate_immune_system,IFNA8
innate_immune_system,IFNB1
innate_immune_system,IGF2R
innate_immune_system,IGHE
innate_immune_system,IGHG1
innate_immune_system,IGHG2
innate_immune_system,IGHG4
innate_immune_system,IGHV1-2
innate_immune_system,IGHV1-46
innate_immune_system,IGHV1-69
innate_immune_system,IGHV2-5
innate_immune_system,IGHV2-70
innate_immune_system,IGHV3-11
innate_immune_system,IGHV3-13
innate_immune_system,IGHV3-23
innate_immune_system,IGHV3-30
innate_immune_system,IGHV3-33
innate_immune_system,IGHV3-48
innate_immune_system,IGHV3-53
innate_immune_system,IGHV3-7
innate_immune_system,IGHV4-34
innate_immune_system,IGHV4-39
innate_immune_system,IGHV4-59
innate_immune_system,IGKV1-12
innate_immune_system,IGKV1-16
innate_immune_system,IGKV1-17
innate_immune_system,IGKV1-33
innate_immune_system,IGKV1-39
innate_immune_system,IGKV1-5
innate_immune_system,IGKV1D-12
innate_immune_system,IGKV1D-16
innate_immune_system,IGKV1D-33
innate_immune_system,IGKV1D-39
innate_immune_system,IGKV2-28
innate_immune_system,IGKV2-30
innate_immune_system,IGKV2D-28
innate_immune_system,IGKV2D-30
innate_immune_system,IGKV2D-40
innate_immune_system,IGKV3-11
innate_immune_system,IGKV3-15
innate_immune_system,IGKV3-20
innate_immune_system,IGKV3D-20
innate_immune_system,IGKV4-1
innate_immune_system,IGKV5-2
innate_immune_system,IGLC2
innate_immune_system,IGLC3
innate_immune_system,IGLV1-40
innate_immune_system,IGLV1-44
innate_immune_system,IGLV1-47
innate_immune_system,IGLV1-51
innate_immune_system,IGLV2-11
innate_immune_system,IGLV2-14
innate_immune_system,IGLV2-23
innate_immune_system,IGLV2-8
innate_immune_system,IGLV3-1
innate_immune_system,IGLV3-19
innate_immune_system,IGLV3-21
innate_immune_system,IGLV3-25
innate_immune_system,IGLV3-27
innate_immune_system,IGLV6-57
innate_immune_system,IGLV7-43
innate_immune_system,IKBIP
innate_immune_system,IKBKB
innate_immune_system,IKBKE
innate_immune_system,IKBKG
innate_immune_system,IL18
innate_immune_system,IL1B
innate_immune_system,ILF2
innate_immune_system,IMPDH1
innate_immune_system,IMPDH2
innate_immune_system,IQGAP1
innate_immune_system,IQGAP2
innate_immune_system,IRAG2
innate_immune_system,IRAK1
innate_immune_system,IRAK2
innate_immune_system,IRAK3
innate_immune_system,IRAK4
innate_immune_system,IRF3
innate_immune_system,IRF5
innate_immune_system,IRF7
innate_immune_system,ISG15
innate_immune_system,IST1
innate_immune_system,ITCH
innate_immune_system,ITGAL
innate_immune_system,ITGAM
innate_immune_system,ITGAV
innate_immune_system,ITGAX
innate_immune_system,ITGB2
innate_immune_system,ITK
innate_immune_system,ITLN1
innate_immune_system,ITPR1
innate_immune_system,ITPR2
innate_immune_system,ITPR3
innate_immune_system,JUN
innate_immune_system,JUP
innate_immune_system,KCMF1
innate_immune_system,KCNAB2
innate_immune_system,KIR2DS1
innate_immune_system,KIR2DS2
innate_immune_system,KIR2DS4
innate_immune_system,KIR2DS5
innate_immune_system,KIR3DS1
innate_immune_system,KLRC2
innate_immune_system,KLRD1
innate_immune_system,KLRK1
innate_immune_system,KPNB1
innate_immune_system,KRAS
innate_immune_system,KRT1
innate_immune_system,LAIR1
innate_immune_system,LAMP1
innate_immune_system,LAMP2
innate_immune_system,LAMTOR1
innate_immune_system,LAMTOR2
innate_immune_system,LAMTOR3
innate_immune_system,LAT
innate_immune_system,LAT2
innate_immune_system,LBP
innate_immune_system,LCK
innate_immune_system,LCN2
innate_immune_system,LCP2
innate_immune_system,LEAP2
innate_immune_system,LGALS3
innate_immune_system,LGMN
innate_immune_system,LILRA3
innate_immune_system,LILRB2
innate_immune_system,LILRB3
innate_immune_system,LIMK1
innate_immune_system,LPCAT1
innate_immune_system,LPO
innate_immune_system,LRG1
innate_immune_system,LRRC14
innate_immune_system,LRRC7
innate_immune_system,LRRFIP1
innate_immune_system,LTA4H
innate_immune_system,LTF
innate_immune_system,LY86
innate_immune_system,LY96
innate_immune_system,LYN
innate_immune_system,LYZ
innate_immune_system,MAGT1
innate_immune_system,MALT1
innate_immune_system,MAN2B1
innate_immune_system,MANBA
innate_immune_system,MAP2K1
innate_immune_system,MAP2K3
innate_immune_system,MAP2K4
innate_immune_system,MAP2K6
innate_immune_system,MAP2K7
innate_immune_system,MAP3K1
innate_immune_system,MAP3K14
innate_immune_system,MAP3K7
innate_immune_system,MAP3K8
innate_immune_system,MAPK1
innate_immune_system,MAPK10
innate_immune_system,MAPK11
innate_immune_system,MAPK12
innate_immune_system,MAPK13
innate_immune_system,MAPK14
innate_immune_system,MAPK3
innate_immune_system,MAPK7
innate_immune_system,MAPK8
innate_immune_system,MAPK9
innate_immune_system,MAPKAPK2
innate_immune_system,MAPKAPK3
innate_immune_system,MASP1
innate_immune_system,MASP2
innate_immune_system,MAVS
innate_immune_system,MBL2
innate_immune_system,MCEMP1
innate_immune_system,MEF2A
innate_immune_system,MEF2C
innate_immune_system,MEFV
innate_immune_system,MGAM
innate_immune_system,MGST1
innate_immune_system,MIF
innate_immune_system,MLEC
innate_immune_system,MME
innate_immune_system,MMP25
innate_immune_system,MMP8
innate_immune_system,MMP9
innate_immune_system,MNDA
innate_immune_system,MOSPD2
innate_immune_system,MPO
innate_immune_system,MRE11
innate_immune_system,MS4A2
innate_immune_system,MS4A3
innate_immune_system,MUC1
innate_immune_system,MUC12
innate_immune_system,MUC13
innate_immune_system,MUC15
innate_immune_system,MUC16
innate_immune_system,MUC17
innate_immune_system,MUC20
innate_immune_system,MUC21
innate_immune_system,MUC3A
innate_immune_system,MUC4
innate_immune_system,MUC5AC
innate_immune_system,MUC5B
innate_immune_system,MUC6
innate_immune_system,MUC7
innate_immune_system,MUCL1
innate_immune_system,MVP
innate_immune_system,MYD88
innate_immune_system,MYH2
innate_immune_system,MYH9
innate_immune_system,MYO10
innate_immune_system,MYO1C
innate_immune_system,MYO5A
innate_immune_system,MYO9B
innate_immune_system,N4BP1
innate_immune_system,NAPRT
innate_immune_system,NBEAL2
innate_immune_system,NCF1
innate_immune_system,NCF2
innate_immune_system,NCF4
innate_immune_system,NCK1
innate_immune_system,NCKAP1
innate_immune_system,NCKAP1L
innate_immune_system,NCKIPSD
innate_immune_system,NCR2
innate_immune_system,NCSTN
innate_immune_system,NDUFC2
innate_immune_system,NEU1
innate_immune_system,NF2
innate_immune_system,NFAM1
innate_immune_system,NFASC
innate_immune_system,NFATC1
innate_immune_system,NFATC2
innate_immune_system,NFATC3
innate_immune_system,NFKB1
innate_immune_system,NFKB2
innate_immune_system,NFKBIA
innate_immune_system,NFKBIB
innate_immune_system,NHLRC3
innate_immune_system,NIT2
innate_immune_system,NKIRAS1
innate_immune_system,NKIRAS2
innate_immune_system,NLRC3
innate_immune_system,NLRC4
innate_immune_system,NLRC5
innate_immune_system,NLRP1
innate_immune_system,NLRP3
innate_immune_system,NLRP4
innate_immune_system,NLRX1
innate_immune_system,NME2
innate_immune_system,NOD1
innate_immune_system,NOD2
innate_immune_system,NOS1
innate_immune_system,NOS2
innate_immune_system,NOS3
innate_immune_system,NPC2
innate_immune_system,NRAS
innate_immune_system,OLFM4
innate_immune_system,OLR1
innate_immune_system,OPTN
innate_immune_system,ORM1
innate_immune_system,ORM2
innate_immune_system,ORMDL3
innate_immune_system,OSCAR
innate_immune_system,OSTF1
innate_immune_system,OTUD5
innate_immune_system,P2RX1
innate_immune_system,P2RX7
innate_immune_system,PA2G4
innate_immune_system,PADI2
innate_immune_system,PAFAH1B2
innate_immune_system,PAK1
innate_immune_system,PAK2
innate_immune_system,PAK3
innate_immune_system,PANX1
innate_immune_system,PCBP2
innate_immune_system,PDAP1
innate_immune_system,PDPK1
innate_immune_system,PDXK
innate_immune_system,PDZD11
innate_immune_system,PECAM1
innate_immune_system,PELI1
innate_immune_system,PELI2
innate_immune_system,PELI3
innate_immune_system,PFKL
innate_immune_system,PGAM1
innate_immune_system,PGLYRP1
innate_immune_system,PGLYRP2
innate_immune_system,PGLYRP3
innate_immune_system,PGLYRP4
innate_immune_system,PGM1
innate_immune_system,PGM2
innate_immune_system,PGRMC1
innate_immune_system,PI3
innate_immune_system,PIGR
innate_immune_system,PIK3C3
innate_immune_system,PIK3CA
innate_immune_system,PIK3CB
innate_immune_system,PIK3R1
innate_immune_system,PIK3R2
innate_immune_system,PIK3R4
innate_immune_system,PIN1
innate_immune_system,PKM
innate_immune_system,PKP1
innate_immune_system,PLA2G2A
innate_immune_system,PLA2G6
innate_immune_system,PLAC8
innate_immune_system,PLAU
innate_immune_system,PLAUR
innate_immune_system,PLCG1
innate_immune_system,PLCG2
innate_immune_system,PLD1
innate_immune_system,PLD2
innate_immune_system,PLD3
innate_immune_system,PLD4
innate_immune_system,PLEKHO2
innate_immune_system,PLPP4
innate_immune_system,PLPP5
innate_immune_system,PNP
innate_immune_system,POLR1C
innate_immune_system,POLR1D
innate_immune_system,POLR2E
innate_immune_system,POLR2F
innate_immune_system,POLR2H
innate_immune_system,POLR2K
innate_immune_system,POLR2L
innate_immune_system,POLR3A
innate_immune_system,POLR3B
innate_immune_system,POLR3C
innate_immune_system,POLR3D
innate_immune_system,POLR3E
innate_immune_system,POLR3F
innate_immune_system,POLR3G
innate_immune_system,POLR3GL
innate_immune_system,POLR3H
innate_immune_system,POLR3K
innate_immune_system,PPBP
innate_immune_system,PPIA
innate_immune_system,PPIE
innate_immune_system,PPP2CA
innate_immune_system,PPP2CB
innate_immune_system,PPP2R1A
innate_immune_system,PPP2R1B
innate_immune_system,PPP2R5D
innate_immune_system,PPP3CA
innate_immune_system,PPP3CB
innate_immune_system,PPP3R1
innate_immune_system,PRCP
innate_immune_system,PRDX4
innate_immune_system,PRDX6
innate_immune_system,PRG2
innate_immune_system,PRG3
innate_immune_system,PRKACA
innate_immune_system,PRKACB
innate_immune_system,PRKACG
innate_immune_system,PRKCD
innate_immune_system,PRKCE
innate_immune_system,PRKCQ
innate_immune_system,PRKCSH
innate_immune_system,PRKDC
innate_immune_system,PROS1
innate_immune_system,PRSS2
innate_immune_system,PRSS3
innate_immune_system,PRTN3
innate_immune_system,PSAP
innate_immune_system,PSEN1
innate_immune_system,PSMA1
innate_immune_system,PSMA2
innate_immune_system,PSMA3
innate_immune_system,PSMA4
innate_immune_system,PSMA5
innate_immune_system,PSMA6
innate_immune_system,PSMA7
innate_immune_system,PSMB1
innate_immune_system,PSMB2
innate_immune_system,PSMB3
innate_immune_system,PSMB4
innate_immune_system,PSMB5
innate_immune_system,PSMB6
innate_immune_system,PSMB7
innate_immune_system,PSMC1
innate_immune_system,PSMC2
innate_immune_system,PSMC3
innate_immune_system,PSMC4
innate_immune_system,PSMC5
innate_immune_system,PSMC6
innate_immune_system,PSMD1
innate_immune_system,PSMD11
innate_immune_system,PSMD12
innate_immune_system,PSMD13
innate_immune_system,PSMD14
innate_immune_system,PSMD2
innate_immune_system,PSMD3
innate_immune_system,PSMD6
innate_immune_system,PSMD7
innate_immune_system,PSMD8
innate_immune_system,PSTPIP1
innate_immune_system,PTAFR
innate_immune_system,PTGES2
innate_immune_system,PTK2
innate_immune_system,PTPN11
innate_immune_system,PTPN4
innate_immune_system,PTPN6
innate_immune_system,PTPRB
innate_immune_system,PTPRC
innate_immune_system,PTPRJ
innate_immune_system,PTPRN2
innate_immune_system,PTX3
innate_immune_system,PYCARD
innate_immune_system,PYGB
innate_immune_system,PYGL
innate_immune_system,QPCT
innate_immune_system,QSOX1
innate_immune_system,RAB10
innate_immune_system,RAB14
innate_immune_system,RAB18
innate_immune_system,RAB24
innate_immune_system,RAB27A
innate_immune_system,RAB31
innate_immune_system,RAB37
innate_immune_system,RAB3A
innate_immune_system,RAB3D
innate_immune_system,RAB44
innate_immune_system,RAB4B
innate_immune_system,RAB5B
innate_immune_system,RAB5C
innate_immune_system,RAB6A
innate_immune_system,RAB7A
innate_immune_system,RAB9B
innate_immune_system,RAC1
innate_immune_system,RAC2
innate_immune_system,RAF1
innate_immune_system,RAP1A
innate_immune_system,RAP1B
innate_immune_system,RAP2B
innate_immune_system,RAP2C
innate_immune_system,RASGRP1
innate_immune_system,RASGRP2
innate_immune_system,RASGRP4
innate_immune_system,RBSN
innate_immune_system,REG3A
innate_immune_system,REG3G
innate_immune_system,RELA
innate_immune_system,RELB
innate_immune_system,RETN
innate_immune_system,RHOA
innate_immune_system,RHOF
innate_immune_system,RHOG
innate_immune_system,RIGI
innate_immune_system,RIPK1
innate_immune_system,RIPK2
innate_immune_system,RIPK3
innate_immune_system,RNASE2
innate_immune_system,RNASE3
innate_immune_system,RNASE6
innate_immune_system,RNASE7
innate_immune_system,RNASE8
innate_immune_system,RNASET2
innate_immune_system,RNF125
innate_immune_system,RNF135
innate_immune_system,RNF216
innate_immune_system,ROCK1
innate_immune_system,RPS27A
innate_immune_system,RPS6KA1
innate_immune_system,RPS6KA2
innate_immune_system,RPS6KA3
innate_immune_system,RPS6KA5
innate_immune_system,S100A1
innate_immune_system,S100A11
innate_immune_system,S100A12
innate_immune_system,S100A7
innate_immune_system,S100A7A
innate_immune_system,S100A8
innate_immune_system,S100A9
innate_immune_system,S100B
innate_immune_system,S100P
innate_immune_system,SAA1
innate_immune_system,SARM1
innate_immune_system,SCAMP1
innate_immune_system,SDCBP
innate_immune_system,SELL
innate_immune_system,SEM1
innate_immune_system,SEMG1
innate_immune_system,SERPINA1
innate_immune_system,SERPINA3
innate_immune_system,SERPINB1
innate_immune_system,SERPINB10
innate_immune_system,SERPINB12
innate_immune_system,SERPINB3
innate_immune_system,SERPINB6
innate_immune_system,SERPING1
innate_immune_system,SFTPA1
innate_immune_system,SFTPA2
