entrez_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
1282,5.680663686267087,8.864247948099603,22.6860685612323,1.2682266891020097e-41,2.387944032910174e-37,84.33102835981643
9168,2.943985945946136,8.791393271881603,22.366247396605555,4.031472971426194e-41,3.795430228949191e-37,83.21450322382967
1284,5.026680082626201,8.8960639731877,22.03074838230054,1.505622546571545e-40,9.449788976465207e-37,81.893528880593
4162,4.07359424204606,6.9195868518382575,21.765582515088663,4.1593487351030325e-40,1.5183410287919163e-36,80.88951380277886
1514,4.4387027025189685,7.108802375418712,21.756666052350337,4.321300597248991e-40,1.5183410287919163e-36,80.85080332790321
3678,4.099401439437638,7.251640265573123,21.703669758408996,5.303790186137194e-40,1.5183410287919163e-36,80.65520013625273
4811,4.5493422432614405,6.786341768950637,21.687571732949763,5.644690212726865e-40,1.5183410287919163e-36,80.56703347739538
1508,3.0921303137473313,9.997111516778947,21.628615655705552,6.836322567140156e-40,1.6090139702085248e-36,80.36471391069371
3945,2.8616491117736738,6.7549765638792945,21.42558797665825,1.5065069005454743e-39,3.102710419145486e-36,79.63310554086904
29904,-3.025598706785952,6.868255690469312,-21.40262465724785,1.6478360078312637e-39,3.102710419145486e-36,79.5427978810799
23268,-1.9689734208511505,5.2841315172923,-21.332119686502214,2.1709442561618372e-39,3.7160644908428395e-36,79.27366434355734
2022,3.5142315291490656,7.045928947572951,21.263654636731104,2.8744842780015605e-39,4.510305372540948e-36,78.98526241542567
1522,3.432652036603063,7.240090501046252,21.227952905851847,3.3067198325400315e-39,4.7894021328381736e-36,78.84874654463653
84133,-2.11428942869972,3.6922180783916283,-21.090887988774647,5.6006009591458054e-39,7.532408247125455e-36,78.28158027658618
1075,2.932099443200036,7.240771772073984,20.65310812055927,3.182745061908321e-38,3.995193784711452e-35,76.60060791390737
10763,3.597856979554463,5.981155042880552,20.455366596311254,7.111781799417961e-38,8.36923371882755e-35,75.77887985791128
8463,3.0687556105438047,4.5148484161786415,20.13757024869462,2.536136871514428e-37,2.665080148623934e-34,74.43975246729964
7070,5.946908863628806,7.448157564798001,20.14363271415776,2.5837387305088273e-37,2.665080148623934e-34,74.44451656565678
285704,-2.0664124212229753,5.394006222077265,-20.1130214935136,2.8018313074616142e-37,2.665080148623934e-34,74.43651025848385
51294,3.239422099203936,4.221265096563126,20.110485890407833,2.830824949412007e-37,2.665080148623934e-34,74.29069102399471
55294,-2.6930611548461947,5.2850472856414505,-20.003098341009846,4.3810820817192e-37,3.9281616436519435e-34,73.99218287516403
11098,3.815622645600691,6.555200649371788,19.868247843571048,7.846347088363698e-37,6.715403151218185e-34,73.40412446858579
55288,-1.5152419613523849,5.432325808957551,-19.83868826402509,8.573271004770102e-37,7.018526945600707e-34,73.32099998061958
871,3.4063904076792832,8.06653149915592,19.79742727740588,1.027271219533091e-36,8.059370746911904e-34,73.14427043465408
231,2.3441382346384385,5.089606747573085,19.764089254884677,1.1638959781205494e-36,8.76599894881273e-34,73.01202197809089
64101,4.870566868057794,1.509174273056518,19.73427709599471,1.315392120210789e-36,9.525968550557288e-34,71.44168999042849
309,3.4790785166189098,7.296516629384805,19.585791878527317,2.491542330063743e-36,1.7088666265776256e-33,72.26308578976807
9181,2.4568728314221375,5.780580401184114,19.569229670915227,2.594868382624799e-36,1.7088666265776256e-33,72.22192859062129
7837,5.176237238767518,6.724570394960909,19.575791757663076,2.6319577338547532e-36,1.7088666265776256e-33,72.1677288702534
1306,4.28518088397831,7.943466008720362,19.56450429743179,2.7308023942084937e-36,1.7139426093517242e-33,72.17069072310736
55243,2.620865451350996,6.697033010319291,19.520724297229226,3.1703465047229025e-36,1.9256275592718558e-33,72.0225385946598
23180,2.66113456502362,5.327211904203515,19.461934481356867,4.043073537665652e-36,2.37896973877208e-33,71.77615712837739
7791,2.300593108255928,6.896826979742615,19.450499953496195,4.23909514839183e-36,2.4187249257293872e-33,71.73179832797861
23129,3.068836304002277,7.415303061590417,19.399408707466765,5.29551669901785e-36,2.9326259978178553e-33,71.51236718086007
968,4.464189237496434,6.568806737523942,19.348005250760917,6.734531498296131e-36,3.622985530897653e-33,71.26548905111
10095,3.0910492922363684,6.634768396879913,19.32940487166864,7.08120020075194e-36,3.7036644049988414e-33,71.22377004326584
94,3.3506786789092238,5.496557682623171,19.311457833900594,7.56888468281278e-36,3.851744045748158e-33,71.14012513885378
2495,3.5083826836612895,10.246652409475294,19.194941800868005,1.2264535103323935e-35,6.07707714369701e-33,70.66420909955237
2519,2.278043373772205,5.590700938700837,19.151665600651057,1.469363465441605e-35,7.094011459179482e-33,70.49713579080444
23216,2.836328622330618,5.254766548744305,19.118407924335592,1.6885280587767616e-35,7.948323704676911e-33,70.35034185037699
3597,1.5972891424653088,6.872188902079821,19.10648832447857,1.7748545626675426e-35,8.150911356211503e-33,70.30270082480877
1003,3.404291031166533,6.073582230887478,19.07360413201798,2.0659030964443363e-35,9.261640334035811e-33,70.15645006994583
5396,4.230525073356423,7.173704942751612,19.04778855940383,2.3390399315636662e-35,1.0242275086374947e-32,70.03275011566505
65108,2.825893349339417,5.371063171885274,19.030292452993596,2.442138920658471e-35,1.0450689485699627e-32,69.99007678357496
7076,4.518922566106552,7.50490063011057,19.017297072903588,2.682501570592714e-35,1.1224182682820047e-32,69.898119013285
