gs_name,contrast,Direction_stage_only,Direction_nonE_restricted,PValue_stage_only,PValue_nonE_restricted,FDR_stage_only,FDR_nonE_restricted,NGenes_stage_only,NGenes_nonE_restricted,stable_FDR05
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,early_wound_vs_normal_skin,Down,Down,0.09810975090564168,0.08889490342216601,0.3194053598277325,0.30654565195110905,30,30,FALSE
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,early_wound_vs_normal_skin,Down,Down,0.09825287328072904,0.0999615777626165,0.3194053598277325,0.31966931818646716,16,16,FALSE
REACTOME_NFE2L2_REGULATING_ER_STRESS_ASSOCIATED_GENES,early_wound_vs_normal_skin,Down,Down,0.09835877783596114,0.09647648819896225,0.3194053598277325,0.31606836939384303,5,5,FALSE
REACTOME_DEUBIQUITINATION,early_wound_vs_normal_skin,Down,Down,0.09962237357081331,0.08764876589462031,0.32293813513783926,0.3052672122333396,239,239,FALSE
REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION,early_wound_vs_normal_skin,Up,Up,0.09998360101644314,0.08408911776079653,0.3235384835708143,0.30069221487226466,5,5,FALSE
REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,early_wound_vs_normal_skin,Up,Up,0.10018485468567069,0.11272031196471909,0.3235913177254571,0.3399935591939471,46,46,FALSE
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION,early_wound_vs_normal_skin,Up,Up,0.10037307023103423,0.1480293364620054,0.3235913177254571,0.3923933946180556,6,6,FALSE
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,early_wound_vs_normal_skin,Up,Up,0.1005280970735778,0.12022015240513283,0.3235913177254571,0.3496275951275857,39,39,FALSE
REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS,early_wound_vs_normal_skin,Up,Up,0.10155438304211796,0.09868738051217649,0.32632334970526716,0.3187827862590165,16,16,FALSE
REACTOME_CELL_CYCLE_MITOTIC,early_wound_vs_normal_skin,Up,Up,0.10186768889610272,0.11081309964406268,0.3264070412332995,0.3380591692151398,510,510,FALSE
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,early_wound_vs_normal_skin,Up,Up,0.10193560482476273,0.11120509140685027,0.3264070412332995,0.3382021391431777,86,86,FALSE
REACTOME_REGULATION_OF_PYRUVATE_METABOLISM,early_wound_vs_normal_skin,Down,Down,0.10254199567512945,0.10962961367846658,0.32700311160230766,0.3375196481424147,32,32,FALSE
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,early_wound_vs_normal_skin,Up,Up,0.10255381525352358,0.11356435415939181,0.32700311160230766,0.34050780252032975,77,77,FALSE
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,early_wound_vs_normal_skin,Down,Down,0.10265549259767764,0.10472573655728343,0.32700311160230766,0.3268011948935262,1265,1265,FALSE
REACTOME_METABOLISM_OF_PORPHYRINS,early_wound_vs_normal_skin,Up,Up,0.10365447618323646,0.12912822168265947,0.32961406094254087,0.3666167178010417,20,20,FALSE
REACTOME_CELL_CELL_COMMUNICATION,early_wound_vs_normal_skin,Up,Up,0.1041680767772339,0.087461941852645,0.3306751729128772,0.3052672122333396,285,285,FALSE
REACTOME_TRANSLATION,early_wound_vs_normal_skin,Up,Up,0.10457151928746682,0.11563723638255038,0.33138353870752413,0.3435157042714251,367,367,FALSE
REACTOME_ABC_TRANSPORTER_DISORDERS,early_wound_vs_normal_skin,Up,Up,0.10493247299789539,0.0872613347698112,0.33188743480895017,0.3052672122333396,62,62,FALSE
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,early_wound_vs_normal_skin,Up,Up,0.10514925766744025,0.11283790593487907,0.33188743480895017,0.3399935591939471,135,135,FALSE
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,early_wound_vs_normal_skin,Up,Up,0.10527223857106525,0.10102822257157566,0.33188743480895017,0.32118217096518714,49,49,FALSE
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS,early_wound_vs_normal_skin,Down,Down,0.105502361976855,0.08936759343653425,0.33204339266003335,0.30685466177909587,8,8,FALSE
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION,early_wound_vs_normal_skin,Up,Up,0.10652132470601489,0.09030586640181837,0.33467725608488097,0.30784323108213146,7,7,FALSE
REACTOME_TELOMERE_MAINTENANCE,early_wound_vs_normal_skin,Up,Up,0.10686128158955896,0.13393062274798284,0.3351724156341457,0.3755276425374724,86,86,FALSE
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,early_wound_vs_normal_skin,Down,Down,0.10748684518332437,0.09272346536958889,0.3357283925907867,0.3109958564768328,25,25,FALSE
REACTOME_ATTACHMENT_AND_ENTRY,early_wound_vs_normal_skin,Up,Up,0.10764193951374952,0.08805190818913261,0.3357283925907867,0.3052672122333396,17,17,FALSE
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,early_wound_vs_normal_skin,Up,Up,0.10769142055401608,0.05858483197371827,0.3357283925907867,0.24868111124178793,121,121,FALSE
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,early_wound_vs_normal_skin,Up,Up,0.10776956770461396,0.10995637967129912,0.3357283925907867,0.3378228837933719,176,176,FALSE
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET,early_wound_vs_normal_skin,Down,Down,0.10795183896689604,0.08389711288914108,0.3357283925907867,0.3005904356534918,6,6,FALSE
REACTOME_SIGNALING_BY_NOTCH1,early_wound_vs_normal_skin,Down,Down,0.10822539442118459,0.110414391597841,0.33574223724842656,0.3380591692151398,73,73,FALSE
REACTOME_LOSS_OF_FUNCTION_OF_KMT2D_IN_KABUKI_SYNDROME,early_wound_vs_normal_skin,Down,Down,0.10846910607065673,0.10753273700719806,0.33574223724842656,0.33329708367492417,5,5,FALSE
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,early_wound_vs_normal_skin,Up,Up,0.10850429212489955,0.08950260233859621,0.33574223724842656,0.30685466177909587,41,41,FALSE
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,early_wound_vs_normal_skin,Up,Up,0.10971131820310985,0.08676328783578867,0.33814800290468167,0.3052672122333396,16,16,FALSE
REACTOME_REGULATION_OF_NPAS4_GENE_EXPRESSION,early_wound_vs_normal_skin,Down,Down,0.10993649196611242,0.11535461863727196,0.33814800290468167,0.3435157042714251,13,13,FALSE
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,early_wound_vs_normal_skin,Up,Up,0.10994761881645124,0.12767372372614103,0.33814800290468167,0.3643855655413777,150,150,FALSE
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE,early_wound_vs_normal_skin,Up,Up,0.11001768538465705,0.11236364933999245,0.33814800290468167,0.33967826889293773,25,25,FALSE
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY,early_wound_vs_normal_skin,Down,Down,0.11076084533825731,0.08234163260766303,0.3394910247845942,0.2977267016057454,11,11,FALSE
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY,early_wound_vs_normal_skin,Up,Up,0.11082405596885556,0.11587787805942494,0.3394910247845942,0.3435157042714251,15,15,FALSE
REACTOME_SOMITOGENESIS,early_wound_vs_normal_skin,Up,Up,0.11105369859781627,0.09844776566362666,0.3396284492891619,0.3187827862590165,42,42,FALSE
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,early_wound_vs_normal_skin,Up,Up,0.11214642942655861,0.10839726192269498,0.342400560275772,0.3342855157951567,53,53,FALSE
REACTOME_FORMATION_OF_APOPTOSOME,early_wound_vs_normal_skin,Up,Up,0.11239469596359418,0.12194121215550047,0.3425894712787498,0.35351411347288625,11,11,FALSE
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,early_wound_vs_normal_skin,Up,Up,0.11268987984766447,0.12220643459185129,0.3429205284106081,0.35372508154302784,18,18,FALSE
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,early_wound_vs_normal_skin,Up,Up,0.11375474620474893,0.13698002482253546,0.34556827981126803,0.38031614142571024,21,21,FALSE
REACTOME_PI_METABOLISM,early_wound_vs_normal_skin,Down,Down,0.11408247261425988,0.10830874134226443,0.34556827981126803,0.3342855157951567,82,82,FALSE
REACTOME_RIBAVIRIN_ADME,early_wound_vs_normal_skin,Up,Up,0.11412401841427622,0.11326669683508536,0.34556827981126803,0.34050780252032975,10,10,FALSE
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS,early_wound_vs_normal_skin,Up,Up,0.1147989904394427,0.08105391201438455,0.3470403691244995,0.29525291288789923,5,5,FALSE
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,early_wound_vs_normal_skin,Up,Up,0.1152272772565378,0.11147654117972658,0.3470726994976163,0.3382021391431777,29,29,FALSE
REACTOME_ENOS_ACTIVATION,early_wound_vs_normal_skin,Up,Up,0.11559694782198494,0.11810457919914084,0.3470726994976163,0.34566276523570205,13,13,FALSE
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,early_wound_vs_normal_skin,Up,Up,0.11568333479144008,0.09095899148117947,0.3470726994976163,0.307886973006276,36,36,FALSE
REACTOME_BRANCHED_CHAIN_KETOACID_DEHYDROGENASE_KINASE_DEFICIENCY,early_wound_vs_normal_skin,Down,Down,0.11574014885112144,0.11009570587172456,0.3470726994976163,0.3378228837933719,5,5,FALSE
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,early_wound_vs_normal_skin,Up,Up,0.1157538437388677,0.09431922572630295,0.3470726994976163,0.31462565677848425,36,36,FALSE
REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1,early_wound_vs_normal_skin,Up,Up,0.11625685162946858,0.09641596807369886,0.34745880106052207,0.31606836939384303,8,8,FALSE
REACTOME_RND3_GTPASE_CYCLE,early_wound_vs_normal_skin,Down,Down,0.11626069785213333,0.1609594895889609,0.34745880106052207,0.407497991548912,40,40,FALSE
REACTOME_RHOBTB_GTPASE_CYCLE,early_wound_vs_normal_skin,Up,Up,0.1169842926026496,0.08910930535180439,0.3489288600912177,0.3067095566228773,35,35,FALSE
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS,early_wound_vs_normal_skin,Down,Down,0.11731296672190065,0.0969088083638421,0.3489288600912177,0.31606836939384303,72,72,FALSE
REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,early_wound_vs_normal_skin,Up,Up,0.11738642122259473,0.11928400364155906,0.3489288600912177,0.3478122389745805,17,17,FALSE
REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,early_wound_vs_normal_skin,Up,Up,0.11751195016129692,0.14134611180796888,0.3489288600912177,0.3853430790730132,28,28,FALSE
REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS,early_wound_vs_normal_skin,Up,Up,0.11800613974939515,0.1034376783708867,0.348972323633237,0.32333070211852,18,18,FALSE
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,early_wound_vs_normal_skin,Down,Down,0.11802153890734753,0.11738830106986284,0.348972323633237,0.3452622555139134,113,113,FALSE
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,early_wound_vs_normal_skin,Up,Up,0.11838474507796651,0.13898808800729226,0.348972323633237,0.3812926885954082,5,5,FALSE
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,early_wound_vs_normal_skin,Up,Up,0.11851127367881749,0.11740419461164084,0.348972323633237,0.3452622555139134,75,75,FALSE
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_EXTRACELLULAR_MATRIX_FOCAL_ADHESION_AND_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,early_wound_vs_normal_skin,Up,Up,0.11854248852470894,0.07289526835446451,0.348972323633237,0.2799950849304408,12,12,FALSE
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,early_wound_vs_normal_skin,Up,Up,0.11866577925504522,0.12748911229207924,0.348972323633237,0.3643855655413777,70,70,FALSE
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL,early_wound_vs_normal_skin,Down,Down,0.11927595381047258,0.11592231965542966,0.35017829272961615,0.3435157042714251,6,6,FALSE
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,early_wound_vs_normal_skin,Down,Down,0.11945690399427059,0.0966185420300409,0.35017829272961615,0.31606836939384303,31,31,FALSE
REACTOME_VASOPRESSIN_LIKE_RECEPTORS,early_wound_vs_normal_skin,Up,Up,0.12023472724801341,0.1160525666206681,0.35189717942969534,0.3435157042714251,3,3,FALSE
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,early_wound_vs_normal_skin,Up,Up,0.12070935926825163,0.12762043176158352,0.35272464600166376,0.3643855655413777,121,121,FALSE
REACTOME_RSK_ACTIVATION,early_wound_vs_normal_skin,Down,Down,0.12202164198305993,0.12925333685259796,0.35599329835692717,0.3666167178010417,7,7,FALSE
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,early_wound_vs_normal_skin,Down,Down,0.1225798257726883,0.11767089472257819,0.3570550234076087,0.34535644444108105,11,11,FALSE
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1,early_wound_vs_normal_skin,Up,Up,0.12279362074708743,0.12560973644578158,0.357091627125548,0.36129999309443905,9,9,FALSE
REACTOME_PURINE_SALVAGE,early_wound_vs_normal_skin,Up,Up,0.12298095754650265,0.12375127817161696,0.357091627125548,0.357071976890788,12,12,FALSE
REACTOME_INTERLEUKIN_1_PROCESSING,early_wound_vs_normal_skin,Up,Up,0.12327393769383427,0.13955672206142813,0.35737775627960156,0.38227310752444843,9,9,FALSE
REACTOME_HEME_SIGNALING,early_wound_vs_normal_skin,Down,Down,0.1237860510770163,0.11781201885993353,0.35829726280245033,0.34535644444108105,47,47,FALSE
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES,early_wound_vs_normal_skin,Down,Down,0.12415322646782077,0.16182222563916893,0.35869765331074244,0.4091186392363033,16,16,FALSE
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING,early_wound_vs_normal_skin,Up,Up,0.12446093383970655,0.10601883666216934,0.35869765331074244,0.3291598340963974,10,10,FALSE
REACTOME_PEROXISOMAL_LIPID_METABOLISM,early_wound_vs_normal_skin,Down,Down,0.12450984919056239,0.10160439094002988,0.35869765331074244,0.32118217096518714,28,28,FALSE
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,early_wound_vs_normal_skin,Up,Up,0.12537252877398175,0.14577128674154424,0.3606176962231275,0.3905650510655369,32,32,FALSE
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,early_wound_vs_normal_skin,Up,Up,0.1266371747489538,0.12653730402947677,0.36368613623215174,0.36339932000965364,82,82,FALSE
REACTOME_MAPK3_ERK1_ACTIVATION,early_wound_vs_normal_skin,Up,Up,0.12705370865884094,0.14769297839302095,0.36431313028853296,0.3923933946180556,10,10,FALSE
