gs_name,contrast,Direction_stage_only,Direction_nonE_restricted,PValue_stage_only,PValue_nonE_restricted,FDR_stage_only,FDR_nonE_restricted,NGenes_stage_only,NGenes_nonE_restricted,stable_FDR05
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,early_wound_vs_normal_skin,Up,Up,1.2443605965147613e-4,1.7854688825216805e-4,0.004154960616673112,0.005127079902680166,34,34,TRUE
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,early_wound_vs_normal_skin,Up,Up,1.2659292412061713e-4,1.524128728744905e-4,0.004154960616673112,0.004748048480395145,37,37,TRUE
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,early_wound_vs_normal_skin,Up,Up,1.320773357298461e-4,1.373423084965431e-4,0.00425163317308282,0.004352330396838728,34,34,TRUE
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,early_wound_vs_normal_skin,Up,Up,1.341647029590879e-4,1.6075725663043357e-4,0.00425163317308282,0.0048438006178153584,35,35,TRUE
REACTOME_COMPLEMENT_CASCADE,early_wound_vs_normal_skin,Up,Up,1.5024200992887625e-4,5.771321474157384e-5,0.004680420580496179,0.002357264193222505,99,99,TRUE
REACTOME_HEMOSTASIS,early_wound_vs_normal_skin,Up,Up,1.5471651490775047e-4,1.343710428561393e-4,0.004739482573340756,0.004332876785431299,591,591,TRUE
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,early_wound_vs_normal_skin,Up,Up,1.7683040049367945e-4,4.798400592618328e-4,0.005328102887006276,0.010755439377112787,36,36,TRUE
REACTOME_PHOSPHORYLATION_OF_CLOCK_ACETYLATION_OF_BMAL1_ARNTL_AT_TARGET_GENE_PROMOTERS,early_wound_vs_normal_skin,Down,Down,1.807028113442883e-4,1.8131675390327032e-4,0.00535696398791616,0.005127079902680166,11,11,TRUE
REACTOME_O_LINKED_GLYCOSYLATION,early_wound_vs_normal_skin,Up,Up,1.8740426269518563e-4,8.298608247084165e-5,0.00546744499736113,0.003112824889416468,111,111,TRUE
REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION,early_wound_vs_normal_skin,Up,Up,2.015076710872939e-4,1.1699836670087745e-4,0.005750552158901864,0.004057415056532315,79,79,TRUE
REACTOME_INTERLEUKIN_12_SIGNALING,early_wound_vs_normal_skin,Up,Up,2.0336555512982652e-4,2.2420141027524557e-4,0.005750552158901864,0.006243669577059112,42,42,TRUE
REACTOME_SIALIC_ACID_METABOLISM,early_wound_vs_normal_skin,Up,Up,2.2013272248616304e-4,2.967627495938582e-4,0.006130362786811631,0.0073709450507231265,30,30,TRUE
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,early_wound_vs_normal_skin,Up,Up,2.3261436332521962e-4,1.5518834120021812e-4,0.006239178283990556,0.004753936185433349,59,59,TRUE
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,early_wound_vs_normal_skin,Up,Up,2.3382346187557598e-4,5.322196892161379e-4,0.006239178283990556,0.011508468103285431,28,28,TRUE
REACTOME_CHROMATIN_ORGANIZATION,early_wound_vs_normal_skin,Down,Down,2.3837820730427328e-4,1.6963614720743765e-4,0.006239178283990556,0.0050288909446333935,243,243,TRUE
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,early_wound_vs_normal_skin,Up,Up,2.39380116530677e-4,4.0722649014158987e-4,0.006239178283990556,0.009356028611003028,29,29,TRUE
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,early_wound_vs_normal_skin,Up,Up,2.4101287168842733e-4,3.268271527804236e-4,0.006239178283990556,0.0078014065819534874,16,16,TRUE
REACTOME_FIBRONECTIN_MATRIX_FORMATION,early_wound_vs_normal_skin,Up,Up,0.00025448431319482627,3.349518773287781e-5,0.006496418995167927,0.0015948585108226988,19,19,TRUE
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,early_wound_vs_normal_skin,Up,Up,2.8289629669942613e-4,2.8779695314207345e-4,0.007122786210048564,0.007305170181266267,39,39,TRUE
REACTOME_CHOLESTEROL_BIOSYNTHESIS,early_wound_vs_normal_skin,Down,Down,2.960561581055569e-4,4.5962425150834204e-4,0.007353394845919103,0.010429498447806575,27,27,TRUE
REACTOME_PD_L1_CD274_GLYCOSYLATION_AND_TRANSLOCATION_TO_PLASMA_MEMBRANE,early_wound_vs_normal_skin,Up,Up,3.4200397842679944e-4,2.707888724121073e-4,0.00831457438587525,0.007110142107049331,21,21,TRUE
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,early_wound_vs_normal_skin,Up,Up,3.438017700361909e-4,2.298564114622929e-4,0.00831457438587525,0.006258731875183676,33,33,TRUE
REACTOME_PHOSPHORYLATED_BMAL1_CLOCK_ARNTL_CLOCK_ACTIVATES_EXPRESSION_OF_CORE_CLOCK_GENES,early_wound_vs_normal_skin,Down,Down,3.554012003914929e-4,2.5596606449496904e-4,0.008483472809344986,0.006818342413648595,22,22,TRUE
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE,early_wound_vs_normal_skin,Up,Up,3.6170516659699047e-4,2.8763132704142264e-4,0.008523257643657288,0.007305170181266267,8,8,TRUE
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA,early_wound_vs_normal_skin,Up,Up,3.6843889650333447e-4,3.1194523643105236e-4,0.00857203407307758,0.007644737927470323,7,7,TRUE
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,early_wound_vs_normal_skin,Up,Up,3.874716360143603e-4,4.907832611020282e-4,0.008902160837429928,0.010868188360307562,8,8,TRUE
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,early_wound_vs_normal_skin,Down,Down,4.162380739096523e-4,0.0012497789303000679,0.009396098150832732,0.02235827072221559,120,120,TRUE
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,early_wound_vs_normal_skin,Up,Up,4.1919480324716216e-4,1.772176795273419e-4,0.009396098150832732,0.005127079902680166,21,21,TRUE
REACTOME_CS_GAG_BIOSYNTHESIS,early_wound_vs_normal_skin,Up,Up,4.488195004531986e-4,5.256592338396372e-4,0.009938918576300951,0.011501924664253012,19,19,TRUE
REACTOME_INTEGRIN_SIGNALING,early_wound_vs_normal_skin,Up,Up,4.591090562030717e-4,3.247811381381471e-4,0.010045743396443402,0.0078014065819534874,24,24,TRUE
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,early_wound_vs_normal_skin,Up,Up,4.89435698309219e-4,9.969457303952859e-4,0.010583327217556995,0.019117945927104488,8,8,TRUE
