Sample_name,Condition,Donor,Seq_Batch,AnnoType,annotated_spots,ECM_organization,cell_cycle_mitotic,collagen_biosynthesis,collagen_formation,innate_immune_system,neutrophil_degranulation
Donor1_Wound1,Wound1,Donor1,1,Basal_epi,134,0.13129598159955905,0.14975841873876228,0.14581421983271317,0.1620670708946351,0.18390519597425942,0.2667313552795599
Donor1_Wound1,Wound1,Donor1,1,Dermis1,245,0.092428158885014,0.07166098325488518,0.07389416270120494,0.08703327392704968,0.1342147200802238,0.20192716694359558
Donor1_Wound1,Wound1,Donor1,1,Dermis2,18,0.09630164936658808,0.07092363737735878,0.06813682898007553,0.0889513084426283,0.10881623540068726,0.1560570097965338
Donor1_Wound1,Wound1,Donor1,1,FB1,70,0.14461064080153163,0.08641225577170425,0.17963618470389725,0.18033916395097424,0.1254261020697046,0.18207328159194844
Donor1_Wound1,Wound1,Donor1,1,FB2,93,0.2429356129339393,0.14142370277299335,0.31655163727162816,0.30910429883872365,0.20163374140248108,0.29453272497942995
Donor1_Wound1,Wound1,Donor1,1,Hair_follicle,28,0.35972057368342547,0.22335510254484675,0.4144879862421161,0.4375218456195361,0.26982281028806976,0.37230252951871046
Donor1_Wound1,Wound1,Donor1,1,Immune,166,0.11429897077461901,0.08468646733698357,0.08355175070957237,0.11041739930032758,0.15847468954608102,0.23897949025426202
Donor1_Wound1,Wound1,Donor1,1,Immune_endo,144,0.2096620815047695,0.14915755477686196,0.23871991944084453,0.24307330724686624,0.22608627395357217,0.3253959115373666
Donor1_Wound1,Wound1,Donor1,1,LE,21,0.15943382112421745,0.12786553060192207,0.1683438457866912,0.1750477123508936,0.1848516386351808,0.27956007517635734
Donor1_Wound1,Wound1,Donor1,1,Mast_cell,3,0.07582487553802952,0.0848274601563432,0.03195251347293477,0.06631403223305363,0.11775557814599448,0.20232484432810127
Donor1_Wound1,Wound1,Donor1,1,Papillary_dermis,40,0.20185397886364204,0.15196343545676866,0.26564615859699736,0.25934688285965357,0.2085618750182412,0.30894371545922256
Donor1_Wound1,Wound1,Donor1,1,Sebaceous_gland,27,0.059652153030705354,0.051123156323789734,0.044646554929983845,0.05169618106566775,0.09017309184676726,0.13384856607957019
Donor1_Wound1,Wound1,Donor1,1,Smooth_muscle,45,0.1638772340648853,0.10925417040290587,0.15776620708914055,0.1682368863492339,0.16214914225177585,0.23888360055380084
Donor1_Wound1,Wound1,Donor1,1,Suprabasal_epi,241,0.09446605035703588,0.10340589591175642,0.08677630408931226,0.09984905983599622,0.14834225691873046,0.22415204117635468
Donor1_Wound1,Wound1,Donor1,1,Sweat_gland,12,0.2787397913193937,0.26872455523353805,0.22726272938731806,0.3472424960515794,0.31942885318420167,0.4538399989451962
Donor1_Wound1,Wound1,Donor1,1,Sweatgland_FB,320,0.13136667693460546,0.09732815005070941,0.10854572410014171,0.13512646809234125,0.15611472296219966,0.22278531931770637
Donor1_Wound1,Wound1,Donor1,1,Wound_edges,225,0.15739117280610623,0.1589102189212143,0.14122683758705612,0.17334646954245997,0.22485124251414793,0.34012244118822327
Donor1_Wound30,Wound30,Donor1,1,Basal_epi,62,0.30776544273741224,0.31574525707513934,0.4299224018284525,0.4130759244079126,0.32516893191948576,0.45349733910291534
Donor1_Wound30,Wound30,Donor1,1,Dermis1,120,0.21004060135184882,0.07424956517483931,0.32737223121292014,0.2808308304204271,0.12275367533989402,0.1840501466817281
Donor1_Wound30,Wound30,Donor1,1,Dermis2,17,0.3802095605956302,0.17710945094292185,0.5105452056572626,0.47762952666161324,0.24266695312400735,0.3369660238402726
Donor1_Wound30,Wound30,Donor1,1,FB1,75,0.27762054641829154,0.0770678807214659,0.4963015580920593,0.4081281484091172,0.1295853707438105,0.19318719496261205
Donor1_Wound30,Wound30,Donor1,1,FB2,177,0.38456696067225304,0.11456827277163116,0.6059135763373003,0.5207443728396175,0.1876027159095547,0.2747013979967609
Donor1_Wound30,Wound30,Donor1,1,Hair_follicle,14,0.48393662527681874,0.2615724431042327,0.6117792518792519,0.5908994586581056,0.3120257234653564,0.4248810664060139
Donor1_Wound30,Wound30,Donor1,1,Immune,83,0.26511765768961826,0.11954438174706954,0.3833172732001358,0.3457857056868703,0.19279125345682604,0.2780482230100484
Donor1_Wound30,Wound30,Donor1,1,Immune_endo,161,0.40610152657550075,0.19068086132413584,0.558535045690462,0.505037466441999,0.2815384681847684,0.39310214805814003
Donor1_Wound30,Wound30,Donor1,1,LE,30,0.28697648450917745,0.13639089063425291,0.39967129241119115,0.3613567191621012,0.20399723344849363,0.2901110519074832
Donor1_Wound30,Wound30,Donor1,1,Mast_cell,12,0.21995432373579524,0.08175993499439266,0.3119740612544583,0.24952992623806902,0.13705512493322036,0.20412698789391004
Donor1_Wound30,Wound30,Donor1,1,Papillary_dermis,58,0.2639111188552699,0.12155185063242599,0.4046452057838212,0.35551722612254666,0.18402246663711802,0.2698953683175706
Donor1_Wound30,Wound30,Donor1,1,Sebaceous_gland,12,0.17288102631965516,0.06417743832449617,0.2960970969520237,0.2623385987952158,0.09728489349104301,0.14595100056806395
Donor1_Wound30,Wound30,Donor1,1,Smooth_muscle,83,0.40272912409955447,0.17800789068890474,0.518117632300213,0.46716176959676875,0.24402269318808145,0.3451279680870881
Donor1_Wound30,Wound30,Donor1,1,Suprabasal_epi,82,0.23854623315242796,0.2753917533812637,0.2870738976349411,0.2832122877635252,0.3217089330725343,0.46801798507113207
