entrez_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
64101,4.913951320534706,1.5050519733761323,23.253609988842218,1.1084928837792178e-41,2.087181250867889e-37,83.44656368194342
51294,3.2512142408253064,4.214544661861865,22.377885432960284,2.6449918074803584e-40,2.4394016544136078e-36,81.33505024190106
1282,5.708525366139985,8.852518411913866,22.287032453520684,3.8866668241759115e-40,2.4394016544136078e-36,80.99634352277779
1514,4.4687484628561585,7.114041955943989,22.120259210198746,7.124858429590134e-40,3.320460726679644e-36,80.40512541111839
4811,4.545673531900582,6.76909744390646,22.062649608112324,8.817411245099698e-40,3.320460726679644e-36,80.19024413471453
8463,3.0598023282544853,4.499533209975036,21.902554264538153,1.5332301499276354e-39,4.626938823594844e-36,79.61596267384668
4162,4.086031702825938,6.913646935499483,21.882673070297134,1.7201429584770252e-39,4.626938823594844e-36,79.52933952957115
9168,2.955625638909938,8.785610587744207,21.581221996872173,5.102725045378553e-39,1.199531383425231e-35,78.4459835874277
1508,3.125443626201754,10.00359458376529,21.529882727240384,6.190230875253729e-39,1.199531383425231e-35,78.23660700197442
10763,3.612651381844813,5.972304173867939,21.527203057187126,6.370659001674177e-39,1.199531383425231e-35,78.22613268717234
3678,4.110972513726424,7.243419278562638,21.48925258517777,7.508142499757459e-39,1.2851892284357563e-35,78.06384724834338
1284,5.052532270448156,8.888011981271612,21.4294888219648,9.40634202469074e-39,1.3898453722411162e-35,77.83459875080494
220323,3.8851841568781023,4.926450045651066,21.416564481767995,9.595830813709973e-39,1.3898453722411162e-35,77.78654349951434
1522,3.4579431367590647,7.240164913984952,21.351486717302627,1.2340229545852554e-38,1.6596727294204123e-35,77.5696003222237
29904,-3.023479054944982,6.880286512080867,-21.317685871009743,1.3845450750605527e-38,1.7379732812210098e-35,77.45352336697326
3945,2.871703584840107,6.752865705591094,21.1316708916958,2.798882163985536e-38,3.293759516605228e-35,76.75230668738568
2022,3.522416821517141,7.039709303383744,21.100988477208254,3.2070871362618526e-38,3.55213198168673e-35,76.61862570253538
23268,-1.9685983809317813,5.2936922284385695,-20.867089437099153,7.705236595102667e-38,8.060105547177118e-35,75.740176444494125
7070,5.953999812340573,7.422465540686278,20.82449294388265,9.50499851855644e-38,9.419453531889432e-35,75.5193449700628
1687,4.1307153631879965,3.087994635899521,20.774347404577895,1.1010047063313016e-37,1.0299408014847417e-34,75.2052016819474
94,3.3521362303036395,5.491462728675476,20.766240174804242,1.1486938675011724e-37,1.0299408014847417e-34,75.3478798337509
231,2.3460109653915517,5.087760505833561,20.715554631092687,1.3812722140389126e-37,1.1821806599153948e-34,75.16470538798896
84133,-2.117676543911417,3.698641543052801,-20.55549607479323,2.5663057850045696e-37,2.1009118098196105e-34,74.5391976313471
7837,5.172052654014986,6.702626530779565,20.498952188748163,3.3436221390556183e-37,2.6232108856782596e-34,74.28097119025385
968,4.496019879030566,6.573140892962315,20.476128208143887,3.625086814102433e-37,2.7302703849093884e-34,74.2049490653058
11098,3.8106065643935203,6.5288680500060075,20.41191147209149,4.65383424155608e-37,3.3702709590099783e-34,73.9562161013537
22808,3.52905282865093,4.372106382150357,20.342995410610865,5.868428939090092e-37,4.092468462745457e-34,73.695401258631
81848,3.539882723123256,4.121036961380571,20.297684133252584,7.0263063531757224e-37,4.7249400829980595e-34,73.52112069491906
23180,2.6646655018946155,5.319842531913203,20.273444168288556,7.701930583024318e-37,4.865687420107812e-34,73.452352654678
1075,2.941834585380443,7.24060883194125,20.27254232036273,7.752436274004693e-37,4.865687420107812e-34,73.442286839346
23216,2.847166454301534,5.249776614593943,20.224783420974898,9.318815772313083e-37,5.660128457318808e-34,73.26439697604346
9540,2.181474710662997,4.347171656376139,20.158128150271278,1.2103932447022819e-36,7.12202950140602e-34,73.00318609268199
4837,5.063490288151875,6.500205038577013,20.16137549040265,1.2486750858742736e-36,7.124637330886878e-34,72.96933119782948
187,4.7796327513285775,5.880099238783427,20.06140431069546,1.8494777061808678e-36,1.0242298744023399e-33,72.58133897713805
6482,3.84223822387337,5.333946284374264,19.97545489339015,2.567932989287408e-36,1.3814745787226459e-33,72.25527550157658
3791,3.079881494424465,5.205708798730257,19.942317753520285,2.8432566355221053e-36,1.487102199729048e-33,72.15423242814303
7075,3.157245884395297,5.217068890613562,19.92238848089345,3.081945877801013e-36,1.568377268462575e-33,72.07458729017677
9181,2.4618013298544623,5.775096472970758,19.88355257577289,3.574284997232998e-36,1.7710582161289506e-33,71.91810568145353
25903,5.939212856735702,6.468111717217754,19.856718649138944,4.1492913801295925e-36,2.0032565999092333e-33,71.76056771143423
65108,2.8169951541440716,5.3529198600982015,19.812371274244146,4.751878803076783e-36,2.2158888399158553e-33,71.6397731374782
2519,2.2733369607281273,5.5788467115951965,19.807870304327114,4.8250805903951385e-36,2.2158888399158553e-33,71.62160725767744
285704,-2.0511335540222984,5.404107272076377,-19.69683180271963,7.503175529610402e-36,3.363745048738911e-33,71.17212983726763
7076,4.552339701720594,7.511169818691535,19.693352152563655,7.890913848811323e-36,3.455302717657405e-33,71.13893970300944
1627,3.5428672380763753,5.596188097107178,19.67302800186019,8.424939055170833e-36,3.605299487950264e-33,71.07429914753672
1003,3.40318755582764,6.062780652937121,19.632225413146163,9.985458076421015e-36,4.178137558242918e-33,70.90055334200767
2887,2.4926464272026907,5.154260710134373,19.614375558028545,1.0424406251902266e-35,4.253843344868402e-33,70.85923404832907
92521,2.7836726552519906,3.8047583563678504,19.6081935891659,1.0684947580665849e-35,4.253843344868402e-33,70.81798092456503
26207,3.3687494741551705,3.492143606670852,19.60234267317719,1.0937578932689461e-35,4.253843344868402e-33,70.76009662281025
23406,3.8461487685135145,6.017612571009317,19.608015124654592,1.1070068718389277e-35,4.253843344868402e-33,70.80084471974295
27242,3.647855086507067,4.799059454572003,19.583322326241785,1.2009592781374677e-35,4.5225724496100757e-33,70.72100227872544
55294,-2.6957757475915853,5.291081943634671,-19.513693477425047,1.5636566777398528e-35,5.7729591343458215e-33,70.44534237282497
7991,2.025942219300333,4.451771457630052,19.458298743057107,1.9469174796936408e-35,7.049713312529147e-33,70.2403505225263
7791,2.3060820829835826,6.892468900104262,19.33355461040176,3.214486813572463e-35,1.1409078653954336e-32,69.72247269510412
10095,3.0994578907165113,6.623759346902685,19.330766510649823,3.3025607725254534e-35,1.1409078653954336e-32,69.7024880040853
256227,5.237319850454654,0.3647739346569167,19.32245528332502,3.3614585915644926e-35,1.1409078653954336e-32,68.49396592769455
84674,2.5256374310381258,3.990415420834649,19.320121361134206,3.393214746515709e-35,1.1409078653954336e-32,69.67938717310695
7169,3.979766145705379,6.379170445181995,19.314389906462733,3.592127670399476e-35,1.18659950712196e-32,69.62747449910023
1306,4.3139122388111115,7.941243736822848,19.302989018125054,3.7609127777783895e-35,1.2209349429791257e-32,69.58197283866372
55288,-1.5153130695015937,5.438646435393424,-19.280304891006626,3.984020716114754e-35,1.260625980672829e-32,69.50077429970797
