entrez_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
9509,6.577194507452189,6.754890319935346,20.808323211376152,1.0114797728825998e-37,9.94430969569684e-34,75.43682177921265
220323,4.079873347024864,4.926450045651066,20.787805144679822,1.0562759249770928e-37,9.94430969569684e-34,75.39111413691926
2519,2.477350922071387,5.5788467115951965,20.133635170041593,1.3326473598886764e-36,8.364139046447962e-33,72.90787442474354
2887,2.7142684958521928,5.154260710134373,19.85352922116085,4.025775744572649e-36,1.8950332873639601e-32,71.80875116582095
7070,6.040104463260487,7.422465540686278,19.719188625920598,7.161429553058582e-36,2.696851141090801e-32,71.22272117410819
6678,5.688037025380625,11.303154855595118,19.37732969907309,2.7886077088633357e-35,8.751115758364624e-32,69.86479620474103
1627,3.751273881587568,5.596188097107178,19.319575697854365,3.47087961196183e-35,9.336170316232755e-32,69.66539060710585
5118,5.143155925154746,7.226469841573909,19.1913445311684,5.943100788994316e-35,1.3987830594496746e-31,69.13108231957813
22808,3.5864027114549755,4.372106382150357,19.09894981649338,8.296760842520277e-35,1.6034229413936556e-31,68.7746990139943
253827,3.3957097987599014,4.899922666672503,19.093796458397613,8.515709498080915e-35,1.6034229413936556e-31,68.77248607267155
55752,4.304126879499496,6.013502790222746,19.04136326672556,1.0834721099513255e-34,1.8546087598430462e-31,68.53257453506178
11098,3.787979563085962,6.5288680500060075,18.997419613911838,1.2952727069956646e-34,2.0323908166684474e-31,68.35371551106698
60681,4.836720513623781,7.103181932465964,18.94492295146449,1.6148924263299603e-34,2.338985345797448e-31,68.13669328544313
23452,4.459336663704406,7.349495797478296,18.856797651506444,2.297220120459655e-34,2.9933480367006153e-31,67.78164893162733
5396,4.495999535010175,7.145474703912545,18.847653258006822,2.384631183308154e-34,2.9933480367006153e-31,67.74771421246892
2615,4.562108006890775,5.730196949616044,18.749474953844008,3.563164338885188e-34,4.1931763335543255e-31,67.34796263316463
2048,4.951030614588202,3.2762406343750103,18.64650574410843,5.334874220835991e-34,5.908843923771816e-31,66.8046444407486
4130,4.336216597842021,5.02334503493757,18.58677588964752,6.950563222665098e-34,7.252983791490087e-31,66.68040027193446
124602,5.696822552569432,0.07475323740823747,18.566524527992385,7.31885347274479e-34,7.252983791490087e-31,64.90117975324786
7043,4.806599866086573,5.402771935000935,18.46418321576416,1.154098151751231e-33,1.0865257049661965e-30,66.18025228879685
56952,2.8331450201136716,2.636984352365515,18.42305649561002,1.3238910943427048e-33,1.1870259721608948e-30,65.9214115902017
219654,3.1079445133316197,5.6882843915150865,18.35322000308689,1.7910496701572045e-33,1.5328942836086365e-30,65.73269174726977
25903,5.871739326394415,6.468111717217754,18.200868916596892,3.45841161721333e-33,2.8312361887178174e-30,65.08212550295148
824,2.304233403575923,7.238780033504319,18.17666440153701,3.6858865891315764e-33,2.8917316077816022e-30,64.99873871966639
5654,4.242355616921821,7.856349063278015,18.163547749099894,4.0143038625317586e-33,3.023413097104419e-30,64.92763033210225
6238,2.2942182195975036,7.683002645120365,18.036292045622243,6.627794478324181e-33,4.799797778167923e-30,64.4179887667934
115908,7.309878428765638,5.703406542369811,17.99653608884626,8.303523376030453e-33,5.790631172121385e-30,64.18384182204909
51148,4.983059402044869,6.224953999413178,17.961383552170354,9.410355566911601e-33,6.328128034620662e-30,64.0924824628743
23194,3.650090515437772,3.7917273685745823,17.878071631130723,1.2910876758898608e-32,8.382720637700065e-30,63.7605968939245
8642,3.521963712594434,6.152424633728847,17.823689699072197,1.6682435711870025e-32,1.0470452733960023e-29,63.5084210253854
11015,4.8091680791009725,4.610699629599083,17.78226834095284,1.9865174973326448e-32,1.2065850953960118e-29,63.34527028023709
493869,4.086206317954918,5.430406478662811,17.745436993135836,2.3206050305347868e-32,1.3654585037481093e-29,63.196545114339806
2200,4.802154999039005,7.806258002397916,17.643731322220674,3.589876958264571e-32,2.0482967650655641e-29,62.750334545682236
9486,2.4958971543574453,2.7222245912065173,17.62458435751222,3.758359928133741e-32,2.0813576202008882e-29,62.6477246314813
1290,5.49821518337326,8.992497388002088,17.624714479648304,3.891046751527168e-32,2.093271979557287e-29,62.67709381422551
283487,3.1982169073357776,1.921233497306546,17.588732369277402,4.375887131541727e-32,2.2887105222166442e-29,62.34341721603728
4925,1.8322142796268763,5.317723140306135,17.465677118792733,7.385323333611106e-32,3.7583311634746893e-29,62.01403579605514
1266,2.4056536056598956,6.9887725005821215,17.45350690303861,7.778488856001561e-32,3.8542412281487737e-29,61.953917191779155
255877,3.1548764378397065,4.4860612556035155,17.41637001374369,9.134834021237947e-32,4.4102510201510075e-29,61.8358601285872
2260,3.5112181286472453,6.183797535740112,17.38227912348841,1.0845129619392449e-31,5.10507364008851e-29,61.641631355859836
871,3.2911015250145086,8.051701735882007,17.373827786877094,1.1164583050787333e-31,5.127266689348163e-29,61.609418706426744
10979,3.4910553123537023,5.129819286014933,17.3499427440847,1.232684600741913e-31,5.5262424636594e-29,61.535019502493
91404,2.043384260445521,4.576283080565425,17.338804278473223,1.2693987234709718e-31,5.558490363775565e-29,61.49821458447753
1601,3.753785942162364,6.778079276040087,17.307753509203806,1.4912560208769733e-31,6.381559003884666e-29,61.330217381848016
1281,6.798728823754596,12.88725964755859,17.296083149242786,1.5769664775430424e-31,6.598378179035099e-29,61.2901049652162
2191,6.7024627277852735,5.301509564898625,17.26983068920775,1.764531052944651e-31,7.222685912151051e-29,61.139735574536466
726,2.7916196851831083,3.8298153168672235,17.251210469652847,1.8472223197822568e-31,7.400287033868109e-29,61.1350657925807
2078,2.574468236591432,4.458334550300997,17.241412461510656,1.9265017151990102e-31,7.557104332392117e-29,61.0914270563896
56265,7.890559147973714,5.6066026378385905,17.203789602709467,2.410775094974681e-31,9.1242955105839806e-29,60.81364741593947
131578,7.054341589473046,6.28828045765287,17.202616082060153,2.4229368289829467e-31,9.1242955105839806e-29,60.86623696525003
6284,1.8653424989800227,5.035631484811963,17.175867514121578,2.552658566344254e-31,9.424315322685482e-29,60.78548195223038
165,4.666836047106365,8.563895433552867,17.130136413094593,3.2135057947257746e-31,1.163598088632531e-28,60.56765187414669
401237,4.547857359895536,0.5387329684852158,17.07469473882602,3.945640618891621e-31,1.401744664398308e-28,59.671262951519395
134265,2.3067412576500352,4.198640197215004,17.069422521589416,4.036347035435522e-31,1.407414413522508e-28,60.359324576593444
57194,3.3656214541896086,3.682824535403332,17.028301957069804,4.8306881682294055e-31,1.6537641367198453e-28,60.180882976215386
51196,3.167784027239083,1.7190634172041648,16.999566978727568,5.456588709039063e-31,1.7790858291584755e-28,59.91728323373297
123920,2.886583805895526,5.305771407310672,17.000186191991702,5.482816526028614e-31,1.7790858291584755e-28,60.03593602485087
57608,3.9257465066167625,5.060599228280825,17.002439150019402,5.538672521756269e-31,1.7790858291584755e-28,60.040280931603064
84662,3.766710297488676,4.2357981655769414,16.99869340541893,5.574701998000428e-31,1.7790858291584755e-28,60.0397464165208
10418,4.064633756008508,6.379434307444459,16.97939673569005,6.138570515319738e-31,1.9263857372159223e-28,59.924135565501736
116835,3.295339072132109,4.0965802388370145,16.95652067206107,6.592727964074204e-31,2.0349913907467733e-28,59.87300293074391
11167,4.49223498285591,8.912484915876297,16.945998792297615,7.108921645978611e-31,2.158933639873085e-28,59.77795050948471
1277,7.381645657246974,12.60054564498304,16.94275649854994,7.347625614447e-31,2.196007026895596e-28,59.76542563111728
1278,6.731695720613466,12.435475558561258,16.93463319617072,7.4670454144065805e-31,2.196828095435336e-28,59.748855812101525
9019,1.4167386262503507,7.038363162092205,16.910281541237055,8.029051162443277e-31,2.325830835963761e-28,59.61669327233515
7025,4.06937445080593,1.30089821881223,16.880060816036067,9.152514108556638e-31,2.611101335606257e-28,59.19111102555151
51661,3.851730544746838,3.5693509844925932,16.868057668185358,9.747876244642507e-31,2.7394442061249817e-28,59.47324660370654
4162,3.3189685089087995,6.913646935499483,16.848311155251277,1.0790254706030196e-30,2.987789792056508e-28,59.35327520592803
221336,4.204503474946477,1.9798075588793762,16.819667351832805,1.1894699840183258e-30,3.2458739607363853e-28,59.08482637910196
10184,3.965068348618241,5.348029895840997,16.822299518926975,1.2079255628832786e-30,3.249147203361322e-28,59.26897011498228
813,2.6363841984857563,7.895857994235407,16.803953520691504,1.2763102644725392e-30,3.384738868979358e-28,59.172386931054085
2982,4.697908860997892,4.791431850824567,16.73665561021456,1.762393133716489e-30,4.608902821492746e-28,58.89688793813592
114801,3.4472683657139984,2.818097726174985,16.701088035730756,1.992530399952767e-30,5.070009470691299e-28,58.73059310997135
81031,4.188179002670327,4.112206931798646,16.70553081029145,2.0046700226656453e-30,5.070009470691299e-28,58.76418540585901
10000,2.613600306054541,4.558945013434484,16.695576605223824,2.0409740365373677e-30,5.070009470691299e-28,58.738453690635005
6567,2.18728800836783,4.058334698627613,16.69496509321468,2.0464215825191924e-30,5.070009470691299e-28,58.74364982958056
4921,3.763898755677648,5.652340458896952,16.68537537669302,2.190959301784479e-30,5.357606843285709e-28,58.668275750654615
23554,3.373164327634877,2.1990336400604065,16.66893943284953,2.292357253330389e-30,5.533691631148448e-28,58.51919747962551
4237,4.731505837144677,5.460498128476629,16.670165111459625,2.3542040149560504e-30,5.6110515693174015e-28,58.606606294216895
57493,3.021932129217902,6.161345521645462,16.640748342776156,2.6484586293860008e-30,6.233478441588627e-28,58.44975269107766
55742,1.9568234016987471,6.5372546612737485,16.624722607045722,2.7803882698367022e-30,6.463201325031514e-28,58.37693987324838
7075,2.838412620381672,5.217068890613562,16.61867922140634,2.8663788429181163e-30,6.566098527835191e-28,58.39422336493582
116159,2.2855246019711064,4.189355752521212,16.615523387276813,2.894397885231934e-30,6.566098527835191e-28,58.397027921083726
9920,3.4790086020451456,2.4690243551604767,16.612614960646294,2.9314134630260626e-30,6.570902868490206e-28,58.32311351878808
254228,4.020007064070098,2.78771983289948,16.600029640960084,3.0971594111959252e-30,6.860754653342127e-28,58.276390663701484
